name
Meie Kodumaa raamatukauplus
Meie Maa
Meie Mats
Meie Sõber
Menu Kirjastus
Merkuur
Metsarada
Minikiri
Minu Sõbrad
Mix
Mixi Kirjastus
Modern
Monokkel
Mõte
Müller
N. Erna
NSVL RKRK Sõjakirjastus
Narva Kirjastus-Ühisus
Natanel
Nats. Maret
Nebadon
Nemo
Nieko rimto
Nool
Noor-Eesti
Noor-Elu
Noorte-Orto
NyNorden
Näitelava
Näitlejate ühendus
Nõmm & Co
Nõmme Raadio
O-Press
O. Luik
O. Suursepp
Odamees
Odav
Oktoober
Olion
Olion/G. Naelapea
Olympia
Oma Maa
Orto
Oskar Luik
P. Erna
P. Randmann
P. Rootslane
P. Sink
P. Tamverk
P. Toom
PAF
Pakett
Paletti Eesti
Parašin
Pauluse Raamatupood
Pauson
Pedagoogiline Kirjandus
Pegasus
Pelerine
Penikoorem
Perioodika
Peterburi Eesti Häätegev Selts
Petite
Petro ofsetas
Petrone Print
Philos
Pikker
Pilgrim
Pimedate Infoühing Helikiri
Pinaro
Pirita Kaunistamise Selts
Ploompuu
Ploompuu raamatukauplus
Poliitiline Kirjandus
Postimees
Prantsuse Teaduslik Instituut
Prima Vista
Printest
Prisma Prindi Kirjastus
Progress
Päikesepillaja
Pärnu Postimees
Päästearmee Eestis
Pääsuke
Põhja-Eesti
Põhja-Eesti Pimedate Ühingu Vabatahtlikud Lugejad
Põlendruum
Põlevik
Põlva Rahvahariduse Selts
R. Adang
R. Klaas
R. Põder
R. Vään
RAT Estonia
RKE
Raamat
Rada
Rahva Sõna
Rahvakirjandus
Rahvaleht
Rahvaloomingu Keskmaja Kirjandus
Rahvaloomingu Keskmaja toimetus
Rahvaraamat
Rahvateater
Rahvaülikool
Rakvere Eesti Hariduse Selts
Ramona
Randlane
Raud
Rauvi
Rauvil
Reform
Revalia
Riigikontroll
Ringraadio
Romaan
Romaanileht
Ronk
Rändteater
S. Songi
SE & JS
Saaremaa Kirjastus-Ühisus
Saarepiiga
Sakala
Sakala Kirjastusühing
Sakala Kirjastusühisus
Salapolizeinik
Salasõna
Samuel
SbC Classics
Schankenburg
Schnakenburg
Schünmanni lesk ja C. Mattiesen
Scriptum
Seidelberg
Seitsmenda Päeva Adventistide Koguduste Eesti Liit
Sekser
Shalom
Sild
Singoni
Sinise Risti C. E.
Sinisukk
Sipelgas
Skarabeus
Skaudivarustus
Steamark
Stella
Sulemees
Suur Eesti Raamatuklubi
Svensky
Sõna
Sõnavara
Sõprus
Sünnimaa
T. Jakobson
T. Kerr
T. Kukk
T. Kõll
T. Liiv
T. M. Franzdorf
T. Mutsu
T. Mutsu Teatrikirjanduse keskladu
T. Mutsu Theater Kirjastus
T. Pihlakas
T.-T. Põldvee
T.T.K.
TEA Kirjastus
TLU Press
Taavet Mutsu Teatrikirjastus
Tabovane
Tallinn Eesti Kirjastus-ühisus
Tallinna 3. Evang. Kristlaste Vabausuühing
Tallinna Eesti Kirjastus-Ühisus
Tallinna Heliplaadistuudio
Tallinna Immaanueli Ev. Kr. Vabausuühing
Tallinna Kooliõpetajate Vastastiku-Abiandmise Selts
Tallinna Kubermangu Karskuse Kuratoorium
Tallinna Kubermangu Karskuse Kuratorium
Tallinna Kunstiülikool
Tallinna Linnamuuseum
Tallinna Päevaleht
Tallinna Töölisteatri Ühing
Tallinna Õpetajate Seminaari õpilaste kirjastus
Taluperenaine
Tammerraamat
Tapper
Tarbeinfo
Tartu
Tartu Eesti Kirjastus
Tartu Riiklik Ülikool
Tartu Ülikooli Kirjastus
Tartumaa
Tavet Mutsu
Tavet Mutsu Teaterkirjastus
Tavet Mutsu Teatrikirjastus
Tavet Mutsu teatrikirjanduse keskladu
Teadmata
Teadus
Teaduslik Kirjandus
Teataja
"Teatri tarviduste keskbüroo, Tavet Mutsu"
Teatrikirjastus Tavet Mutsu
Terminaator Music
Theka
Thekla-V
Tiiu Tasane
Tiritamm
Tormikiri
Travon
Tulu
Turist
Tuum
Täht
Tänapäev
Tööliste Kirjastuse Ühisus
UMARA
Ufi
Ugaunia
Ukraina Kultuurikeskus
Underi ja Tuglase Kirjanduskeskus
Union
Universaal
Usklikkude Noorte C. E. Liit
Uudisleht
Uuem Kirjandus
Uus Aeg
Uus Eesti
Uus Rahva Hääl
V. Elmlo
V. Itter
V. K. P. KK Siberi Oblasti buroo Eesti sektsioon
V. K. P. Siberi oblasti Büroo Eesti agitatsiooni ja propaganda osakond
V. Kask ja R. Puusepp
V. Mirtem
V. Rubini raamatukauplus
V. Sepp
V. Sohni raamatukauplus
V. Tamman
V. Villemson
Vaba Eesti
Vaba Maa
Vabaduse Kuulutuse Kirjastus
Vabariiklik Sanitaarhariduse Maja
Vagabund
Vahimees
Valev Mirtemi Kirjastus
Valgus
Valgusekandjad
Valgusesaar
Valik
Vanemuine
Vanemuise Selts
Vanemuise näitelava
Vanemuise näitelava (Wanemuise näitelawa)
Vanemuise näitelawa
Vanemuise teater
Varrak
Vastus
Venemaa Kommunistliku Partei Keskkomitee Eesti osakond
Verb
Videvik
Vikertrükk
Virgela
Vironia
Virulane
Virumaa
Virumaa Teataja
Viserpress
Vold. Elmlo
Väike Vanker
Välis-Eesti & EMP
Välismaatööliste Kirjastusühisus NSV Liidus
Võruvaimu Selts
Võõrkeelse Kirjanduse Kirjastus
W. Baumann
W. Borm
W. Bormi pär.
W. Gläser
W. Just
W. Kentmann
W. Schreiber
WNKÜ keskkomitee Eesti sektsioonide keskbüroo
Wanemuise näitelava
Wanemuise näitelawa
Wanemuise teater
Wirulane
Zeus
[Eesti NSV] Ajalehtede-Ajakirjade Kirjastus
[M. Põdder]
aEnigma
etf
q
s.n.
teamata
Õllu
Öömisjon
Ühiselu
Ülemaaline Eesti Noorsoo Ühendus
Üleüldine Raamatukogu
Стеклография Эстонского Домпросвета
